Continent,Country,Segment,Types,CAGR,Attribute,Value
Asia Pacific,Rest of Asia Pacific,Product,Mineral Water,0.08,2019,607.645821
Asia Pacific,Rest of Asia Pacific,Product,Mineral Water,0.08,2020,444.3180779
Asia Pacific,Rest of Asia Pacific,Product,Mineral Water,0.08,2021,477.2716336
Asia Pacific,Rest of Asia Pacific,Product,Mineral Water,0.08,2022,513.9798363
Asia Pacific,Rest of Asia Pacific,Product,Mineral Water,0.08,2023,554.4053695
Asia Pacific,Rest of Asia Pacific,Product,Mineral Water,0.08,2024,598.9793361
Asia Pacific,Rest of Asia Pacific,Product,Mineral Water,0.08,2025,648.1885096
Asia Pacific,Rest of Asia Pacific,Product,Mineral Water,0.08,2026,702.5831697
Asia Pacific,Rest of Asia Pacific,Product,Mineral Water,0.08,2027,762.786124
Asia Pacific,Rest of Asia Pacific,Product,Mineral Water,0.08,2028,829.5031056
Asia Pacific,Rest of Asia Pacific,Product,Mineral Water,0.08,2029,903.5347703
Asia Pacific,Rest of Asia Pacific,Product,Mineral Water,0.08,2030,985.7905561
Asia Pacific,Rest of Asia Pacific,Product,Others,0.09,2017,99.90713579
Asia Pacific,Rest of Asia Pacific,Product,Others,0.09,2018,107.7194984
Asia Pacific,Rest of Asia Pacific,Product,Others,0.09,2019,116.3530701
Asia Pacific,Rest of Asia Pacific,Product,Others,0.09,2020,85.30523941
Asia Pacific,Rest of Asia Pacific,Product,Others,0.09,2021,91.87581475
Asia Pacific,Rest of Asia Pacific,Product,Others,0.09,2022,99.20532671
Asia Pacific,Rest of Asia Pacific,Product,Others,0.09,2023,107.2924453
Asia Pacific,Rest of Asia Pacific,Product,Others,0.09,2024,116.2266825
Asia Pacific,Rest of Asia Pacific,Product,Others,0.09,2025,126.1092957
Asia Pacific,Rest of Asia Pacific,Product,Others,0.09,2026,137.0549655
Asia Pacific,Rest of Asia Pacific,Product,Others,0.09,2027,149.1937294
Asia Pacific,Rest of Asia Pacific,Product,Others,0.09,2028,162.6732166
Asia Pacific,Rest of Asia Pacific,Product,Others,0.09,2029,177.6612289
Asia Pacific,Rest of Asia Pacific,Product,Others,0.09,2030,194.3487295
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Supermarkets & Hypermarkets,0.08,2017,523.6559834
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Supermarkets & Hypermarkets,0.08,2018,561.6280119
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Supermarkets & Hypermarkets,0.08,2019,603.4457381
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Supermarkets & Hypermarkets,0.08,2020,386.880281
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Supermarkets & Hypermarkets,0.08,2021,437.2041263
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Supermarkets & Hypermarkets,0.08,2022,469.3744562
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Supermarkets & Hypermarkets,0.08,2023,502.5430318
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Supermarkets & Hypermarkets,0.08,2024,538.9278821
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Supermarkets & Hypermarkets,0.08,2025,578.8868099
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Supermarkets & Hypermarkets,0.08,2026,622.8222381
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Supermarkets & Hypermarkets,0.08,2027,671.1872931
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Supermarkets & Hypermarkets,0.08,2028,724.4927814
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Supermarkets & Hypermarkets,0.08,2029,783.3151996
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Supermarkets & Hypermarkets,0.08,2030,848.305941
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Specialty Stores,0.09,2017,268.2552506
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Specialty Stores,0.09,2018,289.3430925
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Specialty Stores,0.09,2019,312.6545693
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Specialty Stores,0.09,2020,229.3146682
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Specialty Stores,0.09,2021,247.0743066
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Specialty Stores,0.09,2022,266.8902319
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Specialty Stores,0.09,2023,288.7614314
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Specialty Stores,0.09,2024,312.9315031
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Specialty Stores,0.09,2025,339.6760997
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Specialty Stores,0.09,2026,369.3075186
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Specialty Stores,0.09,2027,402.1799976
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Specialty Stores,0.09,2028,438.6958304
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Specialty Stores,0.09,2029,479.3124397
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Specialty Stores,0.09,2030,524.5505636
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Online,0.11,2017,172.4534851
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Online,0.11,2018,190.0462089
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Online,0.11,2019,209.8133989
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Online,0.11,2020,210.4160428
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Online,0.11,2021,195.9406974
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Online,0.11,2022,215.6852128
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Online,0.11,2023,237.7022321
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Online,0.11,2024,262.2846399
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Online,0.11,2025,289.7664536
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Online,0.11,2026,320.5290416
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Online,0.11,2027,355.0083435
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Online,0.11,2028,393.7032623
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Online,0.11,2029,437.1854295
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Online,0.11,2030,486.1105814
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Others,0.08,2017,287.9967449
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Others,0.08,2018,307.1616408
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Others,0.08,2019,328.0453079
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Others,0.08,2020,237.7089008
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Others,0.08,2021,264.2942893
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Others,0.08,2022,281.9471975
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Others,0.08,2023,303.4049194
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Others,0.08,2024,326.9803699
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Others,0.08,2025,352.9123049
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Others,0.08,2026,381.4693286
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Others,0.08,2027,412.9539484
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Others,0.08,2028,447.707221
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Others,0.08,2029,486.1140786
Asia Pacific,Rest of Asia Pacific,Distribution Channel,Others,0.08,2030,528.6094437
Central & South America,Brazil,Product,Spring Water,0.07,2017,310.6634443
Central & South America,Brazil,Product,Spring Water,0.07,2018,328.0224643
Central & South America,Brazil,Product,Spring Water,0.07,2019,347.0800412
Central & South America,Brazil,Product,Spring Water,0.07,2020,249.3402421
Central & South America,Brazil,Product,Spring Water,0.07,2021,263.2090206
Central & South America,Brazil,Product,Spring Water,0.07,2022,278.6322311
Central & South America,Brazil,Product,Spring Water,0.07,2023,295.5100675
Central & South America,Brazil,Product,Spring Water,0.07,2024,313.9944757
Central & South America,Brazil,Product,Spring Water,0.07,2025,334.2558285
Central & South America,Brazil,Product,Spring Water,0.07,2026,356.4853518
Central & South America,Brazil,Product,Spring Water,0.07,2027,380.8978986
Central & South America,Brazil,Product,Spring Water,0.07,2028,407.7351248
Central & South America,Brazil,Product,Spring Water,0.07,2029,437.2691275
Central & South America,Brazil,Product,Spring Water,0.07,2030,469.8066198
Central & South America,Brazil,Product,Sparkling Water,0.08,2017,191.3341298
Central & South America,Brazil,Product,Sparkling Water,0.08,2018,203.6636071
Central & South America,Brazil,Product,Sparkling Water,0.08,2019,217.2379887
Central & South America,Brazil,Product,Sparkling Water,0.08,2020,157.3199148
Central & South America,Brazil,Product,Sparkling Water,0.08,2021,167.4042022
Central & South America,Brazil,Product,Sparkling Water,0.08,2022,178.632481
Central & South America,Brazil,Product,Sparkling Water,0.08,2023,190.9652034
Central & South America,Brazil,Product,Sparkling Water,0.08,2024,204.5249966
Central & South America,Brazil,Product,Sparkling Water,0.08,2025,219.4499601
Central & South America,Brazil,Product,Sparkling Water,0.08,2026,235.8957911
Central & South America,Brazil,Product,Sparkling Water,0.08,2027,254.038226
Central & South America,Brazil,Product,Sparkling Water,0.08,2028,274.0758479
Central & South America,Brazil,Product,Sparkling Water,0.08,2029,296.2333181
Central & South America,Brazil,Product,Sparkling Water,0.08,2030,320.7651009
Central & South America,Brazil,Product,Mineral Water,0.07,2017,421.5192608
Central & South America,Brazil,Product,Mineral Water,0.07,2018,445.6650293
Central & South America,Brazil,Product,Mineral Water,0.07,2019,472.1873446
Central & South America,Brazil,Product,Mineral Water,0.07,2020,339.6713034
Central & South America,Brazil,Product,Mineral Water,0.07,2021,359.0468202
Central & South America,Brazil,Product,Mineral Water,0.07,2022,380.598937
Central & South America,Brazil,Product,Mineral Water,0.07,2023,404.2001608
Central & South America,Brazil,Product,Mineral Water,0.07,2024,430.0671608
Central & South America,Brazil,Product,Mineral Water,0.07,2025,458.4430995
Central & South America,Brazil,Product,Mineral Water,0.07,2026,489.601153
Central & South America,Brazil,Product,Mineral Water,0.07,2027,523.8485398
Central & South America,Brazil,Product,Mineral Water,0.07,2028,561.531138
Central & South America,Brazil,Product,Mineral Water,0.07,2029,603.0387802
Central & South America,Brazil,Product,Mineral Water,0.07,2030,648.8113346
Central & South America,Brazil,Product,Others,0.07,2017,78.80777223
Central & South America,Brazil,Product,Others,0.07,2018,83.54561648
Central & South America,Brazil,Product,Others,0.07,2019,88.75490451
Central & South America,Brazil,Product,Others,0.07,2020,64.01757368
Central & South America,Brazil,Product,Others,0.07,2021,67.85052358
Central & South America,Brazil,Product,Others,0.07,2022,72.11587747
Central & South America,Brazil,Product,Others,0.07,2023,76.7927901
Central & South America,Brazil,Product,Others,0.07,2024,81.92573312
Central & South America,Brazil,Product,Others,0.07,2025,87.56469398
Central & South America,Brazil,Product,Others,0.07,2026,93.76592023
Central & South America,Brazil,Product,Others,0.07,2027,100.5927728
Central & South America,Brazil,Product,Others,0.07,2028,108.1167053
Central & South America,Brazil,Product,Others,0.07,2029,116.4183891
Central & South America,Brazil,Product,Others,0.07,2030,125.5890081
Central & South America,Brazil,Distribution Channel,Supermarkets & Hypermarkets,0.06,2017,409.1649124
Central & South America,Brazil,Distribution Channel,Supermarkets & Hypermarkets,0.06,2018,431.2834828
Central & South America,Brazil,Distribution Channel,Supermarkets & Hypermarkets,0.06,2019,455.5566997
Central & South America,Brazil,Distribution Channel,Supermarkets & Hypermarkets,0.06,2020,286.2152788
Central & South America,Brazil,Distribution Channel,Supermarkets & Hypermarkets,0.06,2021,318.5651755
Central & South America,Brazil,Distribution Channel,Supermarkets & Hypermarkets,0.06,2022,336.5104289
Central & South America,Brazil,Distribution Channel,Supermarkets & Hypermarkets,0.06,2023,354.8583163
Central & South America,Brazil,Distribution Channel,Supermarkets & Hypermarkets,0.06,2024,374.9064038
Central & South America,Brazil,Distribution Channel,Supermarkets & Hypermarkets,0.06,2025,396.8264501
Central & South America,Brazil,Distribution Channel,Supermarkets & Hypermarkets,0.06,2026,420.810651
Central & South America,Brazil,Distribution Channel,Supermarkets & Hypermarkets,0.06,2027,447.0742694
Central & South America,Brazil,Distribution Channel,Supermarkets & Hypermarkets,0.06,2028,475.8586354
Central & South America,Brazil,Distribution Channel,Supermarkets & Hypermarkets,0.06,2029,507.434574
Central & South America,Brazil,Distribution Channel,Supermarkets & Hypermarkets,0.06,2030,542.1063227
Central & South America,Brazil,Distribution Channel,Specialty Stores,0.07,2017,194.2278626
Central & South America,Brazil,Distribution Channel,Specialty Stores,0.07,2018,206.0940941
Central & South America,Brazil,Distribution Channel,Specialty Stores,0.07,2019,219.1465978
Central & South America,Brazil,Distribution Channel,Specialty Stores,0.07,2020,158.2133642
Central & South America,Brazil,Distribution Channel,Specialty Stores,0.07,2021,167.8416845
Central & South America,Brazil,Distribution Channel,Specialty Stores,0.07,2022,178.558806
Central & South America,Brazil,Distribution Channel,Specialty Stores,0.07,2023,190.3161586
Central & South America,Brazil,Distribution Channel,Specialty Stores,0.07,2024,203.2270274
Central & South America,Brazil,Distribution Channel,Specialty Stores,0.07,2025,217.4188272
Central & South America,Brazil,Distribution Channel,Specialty Stores,0.07,2026,233.0350201
Central & South America,Brazil,Distribution Channel,Specialty Stores,0.07,2027,250.2373161
Central & South America,Brazil,Distribution Channel,Specialty Stores,0.07,2028,269.2081995
Central & South America,Brazil,Distribution Channel,Specialty Stores,0.07,2029,290.1538341
Central & South America,Brazil,Distribution Channel,Specialty Stores,0.07,2030,313.3074071
Central & South America,Brazil,Distribution Channel,Online,0.09,2017,146.3067158
Central & South America,Brazil,Distribution Channel,Online,0.09,2018,158.250937
Central & South America,Brazil,Distribution Channel,Online,0.09,2019,171.5313433
Central & South America,Brazil,Distribution Channel,Online,0.09,2020,166.7698312
Central & South America,Brazil,Distribution Channel,Online,0.09,2021,162.2409992
Central & South America,Brazil,Distribution Channel,Online,0.09,2022,175.3530548
Central & South America,Brazil,Distribution Channel,Online,0.09,2023,189.8172651
Central & South America,Brazil,Distribution Channel,Online,0.09,2024,205.7933195
Central & South America,Brazil,Distribution Channel,Online,0.09,2025,223.4617999
Central & South America,Brazil,Distribution Channel,Online,0.09,2026,243.0271563
Central & South America,Brazil,Distribution Channel,Online,0.09,2027,264.7211373
Central & South America,Brazil,Distribution Channel,Online,0.09,2028,288.806749
Central & South America,Brazil,Distribution Channel,Online,0.09,2029,315.5828284
Central & South America,Brazil,Distribution Channel,Online,0.09,2030,345.3893344
Central & South America,Brazil,Distribution Channel,Others,0.07,2017,252.6251163
Central & South America,Brazil,Distribution Channel,Others,0.07,2018,265.2682033
Central & South America,Brazil,Distribution Channel,Others,0.07,2019,279.0256382
Central & South America,Brazil,Distribution Channel,Others,0.07,2020,199.1505598
Central & South America,Brazil,Distribution Channel,Others,0.07,2021,208.8627074
Central & South America,Brazil,Distribution Channel,Others,0.07,2022,219.5572369
Central & South America,Brazil,Distribution Channel,Others,0.07,2023,232.4764817
Central & South America,Brazil,Distribution Channel,Others,0.07,2024,246.5856155
Central & South America,Brazil,Distribution Channel,Others,0.07,2025,262.006505
Central & South America,Brazil,Distribution Channel,Others,0.07,2026,278.8753887
Central & South America,Brazil,Distribution Channel,Others,0.07,2027,297.3447145
Central & South America,Brazil,Distribution Channel,Others,0.07,2028,317.585232
Central & South America,Brazil,Distribution Channel,Others,0.07,2029,339.7883784
Central & South America,Brazil,Distribution Channel,Others,0.07,2030,364.1689991
Central & South America,Rest of Central & South America,Product,Spring Water,0.06,2017,150.9606666
Central & South America,Rest of Central & South America,Product,Spring Water,0.06,2018,158.1861377
Central & South America,Rest of Central & South America,Product,Spring Water,0.06,2019,166.102803
Central & South America,Rest of Central & South America,Product,Spring Water,0.06,2020,118.4168092
Central & South America,Rest of Central & South America,Product,Spring Water,0.06,2021,124.0470508
Central & South America,Rest of Central & South America,Product,Spring Water,0.06,2022,130.3084647
Central & South America,Rest of Central & South America,Product,Spring Water,0.06,2023,137.1386681
Central & South America,Rest of Central & South America,Product,Spring Water,0.06,2024,144.592796
Central & South America,Rest of Central & South America,Product,Spring Water,0.06,2025,152.7323845
Central & South America,Rest of Central & South America,Product,Spring Water,0.06,2026,161.6261684
Central & South America,Rest of Central & South America,Product,Spring Water,0.06,2027,171.3509899
Central & South America,Rest of Central & South America,Product,Spring Water,0.06,2028,181.9928312
Central & South America,Rest of Central & South America,Product,Spring Water,0.06,2029,193.6479929
Central & South America,Rest of Central & South America,Product,Spring Water,0.06,2030,206.4244373
Central & South America,Rest of Central & South America,Product,Sparkling Water,0.07,2017,95.90884816
Central & South America,Rest of Central & South America,Product,Sparkling Water,0.07,2018,101.3059742
Central & South America,Rest of Central & South America,Product,Sparkling Water,0.07,2019,107.2271312
Central & South America,Rest of Central & South America,Product,Sparkling Water,0.07,2020,77.0533734
Central & South America,Rest of Central & South America,Product,Sparkling Water,0.07,2021,81.35888037
Central & South America,Rest of Central & South America,Product,Sparkling Water,0.07,2022,86.14323191
Central & South America,Rest of Central & South America,Product,Sparkling Water,0.07,2023,91.37521708
Central & South America,Rest of Central & South America,Product,Sparkling Water,0.07,2024,97.10133668
Central & South America,Rest of Central & South America,Product,Sparkling Water,0.07,2025,103.3736824
Central & South America,Rest of Central & South America,Product,Sparkling Water,0.07,2026,110.2506671
Central & South America,Rest of Central & South America,Product,Sparkling Water,0.07,2027,117.7978579
Central & South America,Rest of Central & South America,Product,Sparkling Water,0.07,2028,126.08893
Central & South America,Rest of Central & South America,Product,Sparkling Water,0.07,2029,135.2067569
Central & South America,Rest of Central & South America,Product,Sparkling Water,0.07,2030,145.2446607
Central & South America,Rest of Central & South America,Product,Mineral Water,0.06,2017,206.8234173
Central & South America,Rest of Central & South America,Product,Mineral Water,0.06,2018,217.0167513
Central & South America,Rest of Central & South America,Product,Mineral Water,0.06,2019,228.1880086
Central & South America,Rest of Central & South America,Product,Mineral Water,0.06,2020,162.9004695
Central & South America,Rest of Central & South America,Product,Mineral Water,0.06,2021,170.879775
Central & South America,Rest of Central & South America,Product,Mineral Water,0.06,2022,179.7521995
Central & South America,Rest of Central & South America,Product,Mineral Water,0.06,2023,189.4353463
Central & South America,Rest of Central & South America,Product,Mineral Water,0.06,2024,200.0089357
Central & South America,Rest of Central & South America,Product,Mineral Water,0.06,2025,211.5620135
Central & South America,Rest of Central & South America,Product,Mineral Water,0.06,2026,224.1941255
Central & South America,Rest of Central & South America,Product,Mineral Water,0.06,2027,238.0166551
Central & South America,Rest of Central & South America,Product,Mineral Water,0.06,2028,253.1543473
Central & South America,Rest of Central & South America,Product,Mineral Water,0.06,2029,269.7470472
Central & South America,Rest of Central & South America,Product,Mineral Water,0.06,2030,287.9516852
Central & South America,Rest of Central & South America,Product,Others,0.06,2017,38.92948663
Central & South America,Rest of Central & South America,Product,Others,0.06,2018,40.95745943
Central & South America,Rest of Central & South America,Product,Others,0.06,2019,43.18100944
Central & South America,Rest of Central & South America,Product,Others,0.06,2020,30.90878751
Central & South America,Rest of Central & South America,Product,Others,0.06,2021,32.50943348
Central & South America,Rest of Central & South America,Product,Others,0.06,2022,34.28873834
Central & South America,Rest of Central & South America,Product,Others,0.06,2023,36.23233442
Central & South America,Rest of Central & South America,Product,Others,0.06,2024,38.35678205
Central & South America,Rest of Central & South America,Product,Others,0.06,2025,40.68060342
Central & South America,Rest of Central & South America,Product,Others,0.06,2026,43.22453392
Central & South America,Rest of Central & South America,Product,Others,0.06,2027,46.01180869
Central & South America,Rest of Central & South America,Product,Others,0.06,2028,49.06848969
Central & South America,Rest of Central & South America,Product,Others,0.06,2029,52.42383937
Central & South America,Rest of Central & South America,Product,Others,0.06,2030,56.11074799
Central & South America,Rest of Central & South America,Distribution Channel,Supermarkets & Hypermarkets,0.05,2017,206.6971186
Central & South America,Rest of Central & South America,Distribution Channel,Supermarkets & Hypermarkets,0.05,2018,216.3409779
Central & South America,Rest of Central & South America,Distribution Channel,Supermarkets & Hypermarkets,0.05,2019,226.907936
Central & South America,Rest of Central & South America,Distribution Channel,Supermarkets & Hypermarkets,0.05,2020,142.1259234
Central & South America,Rest of Central & South America,Distribution Channel,Supermarkets & Hypermarkets,0.05,2021,156.8138156
Central & South America,Rest of Central & South America,Distribution Channel,Supermarkets & Hypermarkets,0.05,2022,164.4912356
Central & South America,Rest of Central & South America,Distribution Channel,Supermarkets & Hypermarkets,0.05,2023,172.2790662
Central & South America,Rest of Central & South America,Distribution Channel,Supermarkets & Hypermarkets,0.05,2024,180.7691681
Central & South America,Rest of Central & South America,Distribution Channel,Supermarkets & Hypermarkets,0.05,2025,190.0275834
Central & South America,Rest of Central & South America,Distribution Channel,Supermarkets & Hypermarkets,0.05,2026,200.1279296
Central & South America,Rest of Central & South America,Distribution Channel,Supermarkets & Hypermarkets,0.05,2027,211.1523257
Central & South America,Rest of Central & South America,Distribution Channel,Supermarkets & Hypermarkets,0.05,2028,223.1924442
Central & South America,Rest of Central & South America,Distribution Channel,Supermarkets & Hypermarkets,0.05,2029,236.3507066
Central & South America,Rest of Central & South America,Distribution Channel,Supermarkets & Hypermarkets,0.05,2030,250.7416438
Central & South America,Rest of Central & South America,Distribution Channel,Specialty Stores,0.06,2017,102.8875223
Central & South America,Rest of Central & South America,Distribution Channel,Specialty Stores,0.06,2018,108.204521
Central & South America,Rest of Central & South America,Distribution Channel,Specialty Stores,0.06,2019,114.0340727
Central & South America,Rest of Central & South America,Distribution Channel,Specialty Stores,0.06,2020,81.59327052
Central & South America,Rest of Central & South America,Distribution Channel,Specialty Stores,0.06,2021,85.78539945
Central & South America,Rest of Central & South America,Distribution Channel,Specialty Stores,0.06,2022,90.44574887
Central & South America,Rest of Central & South America,Distribution Channel,Specialty Stores,0.06,2023,95.53592576
Central & South America,Rest of Central & South America,Distribution Channel,Specialty Stores,0.06,2024,101.0991206
Central & South America,Rest of Central & South America,Distribution Channel,Specialty Stores,0.06,2025,107.1836334
Central & South America,Rest of Central & South America,Distribution Channel,Specialty Stores,0.06,2026,113.8435273
Central & South America,Rest of Central & South America,Distribution Channel,Specialty Stores,0.06,2027,121.139373
Central & South America,Rest of Central & South America,Distribution Channel,Specialty Stores,0.06,2028,129.1390989
Central & South America,Rest of Central & South America,Distribution Channel,Specialty Stores,0.06,2029,137.918962
Central & South America,Rest of Central & South America,Distribution Channel,Specialty Stores,0.06,2030,147.5646578
Central & South America,Rest of Central & South America,Distribution Channel,Online,0.08,2017,69.88494618
Central & South America,Rest of Central & South America,Distribution Channel,Online,0.08,2018,75.0656875
Central & South America,Rest of Central & South America,Distribution Channel,Online,0.08,2019,80.79897081
Central & South America,Rest of Central & South America,Distribution Channel,Online,0.08,2020,78.51766299
Central & South America,Rest of Central & South America,Distribution Channel,Online,0.08,2021,75.66798034
Central & South America,Rest of Central & South America,Distribution Channel,Online,0.08,2022,81.19091087
Central & South America,Rest of Central & South America,Distribution Channel,Online,0.08,2023,87.24827881
Central & South America,Rest of Central & South America,Distribution Channel,Online,0.08,2024,93.89970675
Central & South America,Rest of Central & South America,Distribution Channel,Online,0.08,2025,101.2122229
Central & South America,Rest of Central & South America,Distribution Channel,Online,0.08,2026,109.2612673
Central & South America,Rest of Central & South America,Distribution Channel,Online,0.08,2027,118.1318439
Central & South America,Rest of Central & South America,Distribution Channel,Online,0.08,2028,127.9198438
Central & South America,Rest of Central & South America,Distribution Channel,Online,0.08,2029,138.7335631
Central & South America,Rest of Central & South America,Distribution Channel,Online,0.08,2030,150.6954497
Central & South America,Rest of Central & South America,Distribution Channel,Others,0.06,2017,113.1528316
Central & South America,Rest of Central & South America,Distribution Channel,Others,0.06,2018,117.8551362
Central & South America,Rest of Central & South America,Distribution Channel,Others,0.06,2019,122.9579727
Central & South America,Rest of Central & South America,Distribution Channel,Others,0.06,2020,87.04258275
Central & South America,Rest of Central & South America,Distribution Channel,Others,0.06,2021,90.52794426
Central & South America,Rest of Central & South America,Distribution Channel,Others,0.06,2022,94.36473913
Central & South America,Rest of Central & South America,Distribution Channel,Others,0.06,2023,99.11829516
Central & South America,Rest of Central & South America,Distribution Channel,Others,0.06,2024,104.291855
Central & South America,Rest of Central & South America,Distribution Channel,Others,0.06,2025,109.9252441
Central & South America,Rest of Central & South America,Distribution Channel,Others,0.06,2026,116.0627708
Central & South America,Rest of Central & South America,Distribution Channel,Others,0.06,2027,122.753769
Central & South America,Rest of Central & South America,Distribution Channel,Others,0.06,2028,130.0532112
Central & South America,Rest of Central & South America,Distribution Channel,Others,0.06,2029,138.0224047
Central & South America,Rest of Central & South America,Distribution Channel,Others,0.06,2030,146.7297799
Middle East & Africa,South Africa,Product,Spring Water,0.07,2017,56.109023
Middle East & Africa,South Africa,Product,Spring Water,0.07,2018,59.21094117
Middle East & Africa,South Africa,Product,Spring Water,0.07,2019,62.61557876
Middle East & Africa,South Africa,Product,Spring Water,0.07,2020,44.95707686
Middle East & Africa,South Africa,Product,Spring Water,0.07,2021,47.43052435
Middle East & Africa,South Africa,Product,Spring Water,0.07,2022,50.18090688
Middle East & Africa,South Africa,Product,Spring Water,0.07,2023,53.18975004
Middle East & Africa,South Africa,Product,Spring Water,0.07,2024,56.48390307
Middle East & Africa,South Africa,Product,Spring Water,0.07,2025,60.09345891
Middle East & Africa,South Africa,Product,Spring Water,0.07,2026,64.05217946
Middle East & Africa,South Africa,Product,Spring Water,0.07,2027,68.39798158
Middle East & Africa,South Africa,Product,Spring Water,0.07,2028,73.1734932
Middle East & Africa,South Africa,Product,Spring Water,0.07,2029,78.42669022
Middle East & Africa,South Africa,Product,Spring Water,0.07,2030,84.21162679
Middle East & Africa,South Africa,Product,Sparkling Water,0.08,2017,36.15800874
Middle East & Africa,South Africa,Product,Sparkling Water,0.08,2018,38.46220318
Middle East & Africa,South Africa,Product,Sparkling Water,0.08,2019,40.99817732
Middle East & Africa,South Africa,Product,Sparkling Water,0.08,2020,29.67016016
Middle East & Africa,South Africa,Product,Sparkling Water,0.08,2021,31.55072166
Middle East & Africa,South Africa,Product,Sparkling Water,0.08,2022,33.64414111
Middle East & Africa,South Africa,Product,Sparkling Water,0.08,2023,35.94252882
Middle East & Africa,South Africa,Product,Sparkling Water,0.08,2024,38.46851643
Middle East & Africa,South Africa,Product,Sparkling Water,0.08,2025,41.24757897
Middle East & Africa,South Africa,Product,Sparkling Water,0.08,2026,44.30842374
Middle East & Africa,South Africa,Product,Sparkling Water,0.08,2027,47.68343682
Middle East & Africa,South Africa,Product,Sparkling Water,0.08,2028,51.40919627
Middle East & Africa,South Africa,Product,Sparkling Water,0.08,2029,55.5270625
Middle East & Africa,South Africa,Product,Sparkling Water,0.08,2030,60.08385838
Middle East & Africa,South Africa,Product,Mineral Water,0.07,2017,77.43236799
Middle East & Africa,South Africa,Product,Mineral Water,0.07,2018,81.82538585
Middle East & Africa,South Africa,Product,Mineral Water,0.07,2019,86.64966465
Middle East & Africa,South Africa,Product,Mineral Water,0.07,2020,62.29928757
Middle East & Africa,South Africa,Product,Mineral Water,0.07,2021,65.81814207
Middle East & Africa,South Africa,Product,Mineral Water,0.07,2022,69.73182621
Middle East & Africa,South Africa,Product,Mineral Water,0.07,2023,74.01632156
Middle East & Africa,South Africa,Product,Mineral Water,0.07,2024,78.71064107
Middle East & Africa,South Africa,Product,Mineral Water,0.07,2025,83.85855107
Middle East & Africa,South Africa,Product,Mineral Water,0.07,2026,89.50920035
Middle East & Africa,South Africa,Product,Mineral Water,0.07,2027,95.71783999
Middle East & Africa,South Africa,Product,Mineral Water,0.07,2028,102.5466476
Middle East & Africa,South Africa,Product,Mineral Water,0.07,2029,110.0656727
Middle East & Africa,South Africa,Product,Mineral Water,0.07,2030,118.3539211
